Sample,Courant,Pose
845,1.9,0.99
846,1.9,0.99
847,1.91,0.99
848,1.9,0.99
849,1.9,0.99
850,1.9,0.99
851,1.91,0.99
852,1.91,0.99
853,1.9,0.99
854,1.91,0.99
855,1.91,0.99
856,1.91,0.99
857,1.91,0.99
858,1.91,0.99
859,1.91,0.99
860,1.91,0.99
861,1.91,0.99
862,1.91,0.99
863,1.91,0.99
864,1.91,0.99
865,1.91,0.99
866,1.91,0.99
867,1.91,0.99
868,1.91,0.99
869,1.91,0.99
870,1.91,0.99
871,1.91,0.99
872,1.91,0.99
873,1.91,0.99
874,1.91,0.99
875,1.91,0.99
876,1.91,0.99
877,1.91,0.99
878,1.91,0.99
879,1.91,0.99
880,1.91,0.99
881,1.91,0.99
882,1.91,0.99
883,1.91,0.99
884,1.91,0.99
885,1.91,0.99
886,1.91,0.99
887,1.91,0.99
888,1.92,0.99
889,1.92,0.99
890,1.92,0.99
891,1.92,0.99
892,1.91,0.99
893,1.92,0.99
894,1.91,0.99
895,1.92,0.99
896,1.92,0.99
897,1.92,0.99
898,1.92,0.99
899,1.92,0.99
900,1.92,0.99
901,1.92,0.99
902,1.92,0.99
903,1.92,0.99
904,1.92,0.99
905,1.92,0.99
906,1.92,0.99
907,1.92,0.99
908,1.93,0.99
909,1.92,0.99
910,1.92,0.99
911,1.93,0.99
912,1.93,0.99
913,1.92,0.99
914,1.93,0.99
915,1.93,0.99
916,1.93,0.99
917,1.93,0.99
918,1.93,0.99
919,1.93,0.99
920,1.93,0.99
921,1.93,0.99
922,1.93,0.99
923,1.93,0.99
924,1.93,0.99
925,1.93,0.99
926,1.93,0.99
927,1.93,0.99
928,1.93,0.99
929,1.93,0.99
930,1.93,0.99
931,1.93,0.99
932,1.93,0.99
933,1.93,0.99
934,1.93,0.99
935,1.93,0.99
936,1.93,0.99
937,1.93,0.99
938,1.93,0.99
939,1.93,0.99
940,1.93,0.99
941,1.93,0.99
942,1.93,0.99
943,1.93,0.99
944,1.94,0.99
945,1.94,0.99
946,1.94,0.99
947,1.94,0.99
948,1.94,0.99
949,1.94,0.99
950,1.94,0.99
951,1.94,0.99
952,1.94,0.99
953,1.94,0.99
954,1.94,0.99
955,1.94,0.99
956,1.95,0.99
957,1.95,0.99
958,1.94,0.99
959,1.94,0.99
960,1.94,0.99
961,1.95,0.99
962,1.94,0.99
963,1.95,0.99
964,1.95,0.99
965,1.95,0.99
966,1.95,0.99
967,1.95,0.99
968,1.95,0.99
969,1.95,0.99
970,1.95,0.99
971,1.95,0.99
972,1.95,0.99
973,1.95,0.99
974,1.95,0.99
975,1.95,0.99
976,1.95,0.99
977,1.95,0.99
978,1.95,0.99
979,1.95,0.99
980,1.95,0.99
981,1.95,0.99
982,1.95,0.99
983,1.95,0.99
984,1.95,0.99
985,1.95,0.99
986,1.95,0.99
987,1.95,0.99
988,1.95,0.99
989,1.95,0.99
990,1.95,0.99
991,1.95,0.99
992,1.95,0.99
993,1.95,0.99
994,1.96,0.99
995,1.95,0.99
996,1.96,0.99
997,1.96,0.99
998,1.95,0.99
999,1.96,0.99
